Seed 1656949570
ARCH 2|F_ID 0|LIMIT 6
before: 
3
5(1)
signal_transduction_in_fibroblasts, 126, 12, 12, 1083, 1, 6, 1152159, 49897.42, 0, 0.00, 1: 226; 2: 171; 3: 99; 4: 33; 5: 16; 6: 1; 
signal_transduction_in_fibroblasts, 438, 13, 11, 1083, 1, 6, 1146632, 49897.42, 0, 0.00, 1: 223; 2: 181; 3: 84; 4: 47; 5: 8; 6: 3; 
signal_transduction_in_fibroblasts, 212, 11, 13, 1083, 1, 6, 1146703, 49897.42, 91, 0.00, 1: 231; 2: 174; 3: 81; 4: 44; 5: 11; 6: 5; 
signal_transduction_in_fibroblasts, 519, 10, 14, 1083, 1, 6, 1128680, 49897.42, 0, 0.00, 1: 232; 2: 169; 3: 89; 4: 41; 5: 8; 6: 7; 
signal_transduction_in_fibroblasts, 763, 10, 14, 1083, 1, 6, 1128680, 49897.42, 0, 0.00, 1: 231; 2: 171; 3: 84; 4: 46; 5: 10; 6: 4; 
signal_transduction_in_fibroblasts, 941,  9, 16, 1084, 1, 6, 1152216, 49897.42, 0, 0.00, 1: 224; 2: 181; 3: 85; 4: 40; 5: 13; 6: 3; 
signal_transduction_in_fibroblasts, 851, 12, 12, 1084, 1, 6, 1152222, 49897.42, 0, 0.00, 1: 227; 2: 179; 3: 80; 4: 44; 5: 13; 6: 3; 
signal_transduction_in_fibroblasts,  66, 12, 12, 1084, 1, 6, 1152305, 49897.42, 0, 0.00, 1: 228; 2: 171; 3: 92; 4: 41; 5: 10; 6: 4; 
signal_transduction_in_fibroblasts, 843,  9, 17, 1084, 1, 6, 1222279, 49897.42, 0, 0.00, 1: 233; 2: 176; 3: 79; 4: 36; 5: 14; 6: 8; 
signal_transduction_in_fibroblasts, 975,  9, 17, 1084, 1, 6, 1223212, 49897.42, 0, 0.00, 1: 231; 2: 176; 3: 76; 4: 45; 5: 15; 6: 3; 
signal_transduction_in_fibroblasts, 319,  9, 16, 1084, 1, 6, 1152084, 49897.42, 0, 0.00, 1: 232; 2: 167; 3: 99; 4: 26; 5: 15; 6: 7; 
signal_transduction_in_fibroblasts, 191, 10, 15, 1084, 1, 6, 1201015, 49897.42, 0, 0.00, 1: 239; 2: 165; 3: 79; 4: 41; 5: 18; 6: 4; 
signal_transduction_in_fibroblasts, 350,  9, 16, 1084, 1, 6, 1152129, 49897.42, 0, 0.00, 1: 225; 2: 176; 3: 89; 4: 43; 5: 10; 6: 3; 
signal_transduction_in_fibroblasts, 245, 13, 11, 1085, 1, 6, 1146635, 49897.42, 0, 0.00, 1: 230; 2: 179; 3: 79; 4: 34; 5: 20; 6: 4; 
signal_transduction_in_fibroblasts, 251, 13, 11, 1085, 1, 6, 1146654, 49897.42, 0, 0.00, 1: 222; 2: 181; 3: 87; 4: 43; 5: 10; 6: 3; 
signal_transduction_in_fibroblasts,  94, 13, 11, 1085, 1, 6, 1146423, 49897.42, 0, 0.00, 1: 231; 2: 173; 3: 85; 4: 37; 5: 15; 6: 5; 
signal_transduction_in_fibroblasts, 541, 11, 13, 1086, 1, 6, 1146488, 49897.42, 0, 0.00, 1: 225; 2: 177; 3: 87; 4: 41; 5: 14; 6: 2; 
signal_transduction_in_fibroblasts, 222, 13, 11, 1087, 1, 6, 1146580, 49897.42, 0, 0.00, 1: 221; 2: 179; 3: 95; 4: 35; 5: 13; 6: 3; 
signal_transduction_in_fibroblasts, 877, 14, 10, 1087, 1, 6, 1128680, 49897.42, 0, 0.00, 1: 237; 2: 172; 3: 71; 4: 40; 5: 23; 6: 3; 
signal_transduction_in_fibroblasts, 370, 12, 12, 1087, 1, 6, 1152156, 49897.42, 0, 0.00, 1: 231; 2: 172; 3: 81; 4: 43; 5: 17; 6: 2; 
signal_transduction_in_fibroblasts, 865,  9, 16, 1087, 1, 6, 1151874, 49897.42, 0, 0.00, 1: 225; 2: 180; 3: 86; 4: 34; 5: 18; 6: 3; 
signal_transduction_in_fibroblasts, 741,  9, 17, 1087, 1, 6, 1222853, 49897.42, 0, 0.00, 1: 227; 2: 175; 3: 88; 4: 40; 5: 10; 6: 6; 
signal_transduction_in_fibroblasts, 919, 11, 13, 1087, 1, 6, 1146596, 49897.42, 0, 0.00, 1: 230; 2: 169; 3: 90; 4: 41; 5: 11; 6: 5; 
signal_transduction_in_fibroblasts, 964, 11, 13, 1087, 1, 6, 1146565, 49897.42, 88, 0.00, 1: 230; 2: 161; 3: 101; 4: 41; 5: 10; 6: 3; 
signal_transduction_in_fibroblasts, 189,  8, 19, 1088, 1, 6, 1208179, 49897.42, 0, 0.00, 1: 230; 2: 184; 3: 73; 4: 31; 5: 21; 6: 7; 
signal_transduction_in_fibroblasts, 503, 11, 13, 1088, 1, 6, 1146682, 49897.42, 0, 0.00, 1: 225; 2: 179; 3: 82; 4: 45; 5: 11; 6: 4; 
signal_transduction_in_fibroblasts, 160, 10, 14, 1089, 1, 6, 1128680, 49897.42, 8, 0.00, 1: 230; 2: 173; 3: 85; 4: 37; 5: 16; 6: 5; 
signal_transduction_in_fibroblasts,  27, 10, 14, 1089, 1, 6, 1128680, 49897.42, 150, 0.00, 1: 236; 2: 163; 3: 85; 4: 44; 5: 12; 6: 6; 
signal_transduction_in_fibroblasts, 495, 13, 11, 1089, 1, 6, 1146678, 49897.42, 0, 0.00, 1: 229; 2: 172; 3: 90; 4: 34; 5: 16; 6: 5; 
signal_transduction_in_fibroblasts, 405,  9, 16, 1089, 1, 6, 1152024, 49897.42, 0, 0.00, 1: 241; 2: 160; 3: 84; 4: 33; 5: 24; 6: 4; 
signal_transduction_in_fibroblasts, 334,  9, 17, 1089, 1, 6, 1222762, 49897.42, 0, 0.00, 1: 228; 2: 177; 3: 85; 4: 35; 5: 14; 6: 7; 
signal_transduction_in_fibroblasts, 145, 13, 11, 1090, 1, 6, 1146582, 49897.42, 0, 0.00, 1: 230; 2: 174; 3: 81; 4: 42; 5: 13; 6: 6; 
signal_transduction_in_fibroblasts, 601,  9, 16, 1090, 1, 6, 1151934, 49897.42, 0, 0.00, 1: 231; 2: 166; 3: 90; 4: 44; 5: 9; 6: 6; 
signal_transduction_in_fibroblasts, 620, 13, 11, 1090, 1, 6, 1146683, 49897.42, 85, 0.00, 1: 229; 2: 168; 3: 95; 4: 36; 5: 12; 6: 6; 
signal_transduction_in_fibroblasts, 614, 13, 11, 1090, 1, 6, 1146729, 49897.42, 0, 0.00, 1: 236; 2: 162; 3: 83; 4: 45; 5: 19; 6: 1; 
signal_transduction_in_fibroblasts, 618, 14, 10, 1090, 1, 6, 1128680, 49897.42, 0, 0.00, 1: 219; 2: 182; 3: 92; 4: 40; 5: 7; 6: 6; 
